unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1.5952E+12,20/7/2020 0:00,ETH/USDT,239.12,239.72,234.05,236.01,396657.9194,94314378.94,164435
1.59512E+12,19/7/2020 0:00,ETH/USDT,235.67,239.92,233.28,239.11,348803.5207,82120072.99,144896
1.59503E+12,18/7/2020 0:00,ETH/USDT,232.66,236.8,232.32,235.67,341356.6182,80046747.83,136494
1.59494E+12,17/7/2020 0:00,ETH/USDT,233.58,234.84,231.65,232.67,325600.2144,75931058.42,149088
1.59486E+12,16/7/2020 0:00,ETH/USDT,238.59,239.39,230.02,233.57,587161.7389,137208323.2,222138
1.59477E+12,15/7/2020 0:00,ETH/USDT,240.45,241.45,236.83,238.61,368350.6652,88059682.48,154984
1.59468E+12,14/7/2020 0:00,ETH/USDT,239.5,242.09,237,240.44,426320.8919,102105027.1,172704
1.5946E+12,13/7/2020 0:00,ETH/USDT,242.76,245.33,237.33,239.5,604093.0425,146193291.9,240032
1.59451E+12,12/7/2020 0:00,ETH/USDT,239.19,244,236.52,242.79,469315.1172,112487552.4,201729
1.59443E+12,11/7/2020 0:00,ETH/USDT,241.27,241.67,237.54,239.19,294476.0063,70548557.68,140265
1.59434E+12,10/7/2020 0:00,ETH/USDT,241.97,242.16,235.72,241.26,455025.1239,108806462.5,181124
1.59425E+12,9/7/2020 0:00,ETH/USDT,246.94,247.9,237.88,241.98,647641.5829,157541370,243580
1.59417E+12,8/7/2020 0:00,ETH/USDT,239.39,248.88,237.78,246.95,958185.8371,233460700.8,309582
1.59408E+12,7/7/2020 0:00,ETH/USDT,241.6,243.77,234.4,239.39,600424.9721,143122828.4,213589
1.59399E+12,6/7/2020 0:00,ETH/USDT,227.54,242,226.93,241.6,864817.507,203334727.9,268187
1.59391E+12,5/7/2020 0:00,ETH/USDT,229.24,229.85,223.05,227.56,355747.1201,80528660.62,152077
1.59382E+12,4/7/2020 0:00,ETH/USDT,224.86,230.71,224.43,229.17,307726.4659,69899468.28,134338
1.59373E+12,3/7/2020 0:00,ETH/USDT,226.46,228.13,223.97,224.87,314578.5004,71286978.5,139167
1.59365E+12,2/7/2020 0:00,ETH/USDT,230.99,232.01,222.87,226.46,592485.9112,134976975.1,210294
1.59356E+12,1/7/2020 0:00,ETH/USDT,225.59,232.71,224.16,230.99,517351.5887,118322932.9,176455
1.59348E+12,30/6/2020 0:00,ETH/USDT,227.98,228.7,222.91,225.6,415036.0298,93802207.27,143612
1.59339E+12,29/6/2020 0:00,ETH/USDT,224.89,229.96,221.26,227.93,597915.5224,134510531.2,183558
1.5933E+12,28/6/2020 0:00,ETH/USDT,220.94,227.96,218.32,224.93,444766.5688,99423540.14,144728
1.59322E+12,27/6/2020 0:00,ETH/USDT,229.66,231.42,216,220.94,645950.6144,145264632.3,207051
1.59313E+12,26/6/2020 0:00,ETH/USDT,232.49,233.61,227.75,229.64,628340.0701,144805505.2,192182
1.59304E+12,25/6/2020 0:00,ETH/USDT,234.57,235.39,227.56,232.5,613748.5935,142697463.4,192323
1.59296E+12,24/6/2020 0:00,ETH/USDT,243.15,249.24,231.07,234.58,921634.0534,220763040.4,289888
1.59287E+12,23/6/2020 0:00,ETH/USDT,243.11,244.87,240.75,243.14,442296.3148,107457002.5,172649
1.59278E+12,22/6/2020 0:00,ETH/USDT,228.03,246.89,227.51,243.13,749030.1111,178707156.2,256688
1.5927E+12,21/6/2020 0:00,ETH/USDT,228.88,231.49,227.11,228.04,256305.2373,58868166.51,109238
1.59261E+12,20/6/2020 0:00,ETH/USDT,229,230.85,225.62,228.89,303704.9883,69343699.91,129778
1.59252E+12,19/6/2020 0:00,ETH/USDT,231.26,231.95,226.74,229,397284.5981,91117706.16,160682
1.59244E+12,18/6/2020 0:00,ETH/USDT,233.82,234.65,227.93,231.27,334347.7992,77542070.33,145815
1.59235E+12,17/6/2020 0:00,ETH/USDT,235.31,237.3,227.65,233.82,478187.2917,111415059.1,189653
1.59227E+12,16/6/2020 0:00,ETH/USDT,230.86,236,228.7,235.3,499194.6676,116456364.2,188136
1.59218E+12,15/6/2020 0:00,ETH/USDT,231.74,233.55,218.27,230.86,875026.9206,197907504.8,308126
1.59209E+12,14/6/2020 0:00,ETH/USDT,238.13,238.59,229.83,231.77,304943.2119,71575514.08,158093
1.59201E+12,13/6/2020 0:00,ETH/USDT,237.55,238.73,234.66,238.11,253797.7809,60087772.65,134555
1.59192E+12,12/6/2020 0:00,ETH/USDT,230.46,239.38,228.19,237.55,446515.3412,105069425.1,181977
1.59183E+12,11/6/2020 0:00,ETH/USDT,247.78,250.09,226.2,230.51,816456.8916,195063781.3,312655
1.59175E+12,10/6/2020 0:00,ETH/USDT,243.79,250.28,242,247.78,431285.6172,105797248.2,185330
1.59166E+12,9/6/2020 0:00,ETH/USDT,246.37,249.82,238,243.8,420327.1713,102374504.6,185974
1.59157E+12,8/6/2020 0:00,ETH/USDT,244.57,247.7,240.59,246.4,383116.5472,93355224.97,159981
1.59149E+12,7/6/2020 0:00,ETH/USDT,241.94,245.37,234.6,244.56,571102.5552,137165732.6,226478
1.5914E+12,6/6/2020 0:00,ETH/USDT,240.04,244.7,237.83,241.94,389423.078,93979350.81,161709
1.59132E+12,5/6/2020 0:00,ETH/USDT,243.22,247.87,239.14,240.03,502547.411,122084004.5,205337
1.59123E+12,4/6/2020 0:00,ETH/USDT,244.54,246.6,236,243.21,669369.3392,162460397.6,253226
1.59114E+12,3/6/2020 0:00,ETH/USDT,237.71,245,232.71,244.52,502928.1337,120179301.2,213792
1.59106E+12,2/6/2020 0:00,ETH/USDT,248.23,253.8,225,237.71,955520.9186,230680327.3,355417
1.59097E+12,1/6/2020 0:00,ETH/USDT,231.56,250.68,230.66,248.23,823816.6994,198791911.8,318497
1.59088E+12,31/5/2020 0:00,ETH/USDT,243.71,245.39,229.58,231.57,821608.6888,194867426.3,320066
1.5908E+12,30/5/2020 0:00,ETH/USDT,220.63,247,218.8,243.66,1019550.751,238678839.8,341862
1.59071E+12,29/5/2020 0:00,ETH/USDT,220.24,224.79,217.57,220.67,603058.0759,133220045.5,217959
1.59062E+12,28/5/2020 0:00,ETH/USDT,208.29,220.5,204.67,220.21,643945.9777,136361627.3,219160
1.59054E+12,27/5/2020 0:00,ETH/USDT,200.92,208.44,200.76,208.29,494816.7273,101445351,167619
1.59045E+12,26/5/2020 0:00,ETH/USDT,204.22,205,196.9,200.89,477176.7353,96116808.86,167702
1.59036E+12,25/5/2020 0:00,ETH/USDT,199.9,205.67,198.01,204.15,469931.6249,95411610.8,171792
1.59028E+12,24/5/2020 0:00,ETH/USDT,206.6,210.55,199.5,199.9,673535.0578,138917619.2,204534
1.59019E+12,23/5/2020 0:00,ETH/USDT,207.36,211.2,204.55,206.6,478559.9201,99461068.1,150729
1.59011E+12,22/5/2020 0:00,ETH/USDT,198.72,209.19,196.24,207.36,787672.3608,159972608.5,217659
1.59002E+12,21/5/2020 0:00,ETH/USDT,209.99,211.64,191.71,198.74,1003923.434,203445711,258415
1.58993E+12,20/5/2020 0:00,ETH/USDT,214.6,215.75,204.27,209.98,679532.6104,143704806.2,195172
1.58985E+12,19/5/2020 0:00,ETH/USDT,214.92,215.95,209.45,214.58,643702.9885,136846948.6,186027
1.58976E+12,18/5/2020 0:00,ETH/USDT,207.02,217.07,207,214.91,1064139.249,226789027.2,249528
1.58967E+12,17/5/2020 0:00,ETH/USDT,200.44,209.85,199.68,207,708711.8932,145341278.7,180088
1.58959E+12,16/5/2020 0:00,ETH/USDT,194.87,203.5,193.21,200.45,669900.0375,134060788.5,174447
1.5895E+12,15/5/2020 0:00,ETH/USDT,203.29,204.08,191.66,194.86,904749.6357,179634085.6,230721
1.58941E+12,14/5/2020 0:00,ETH/USDT,199.61,206.02,195.67,203.29,1114700.249,224233786.1,285245
1.58933E+12,13/5/2020 0:00,ETH/USDT,189.77,201,188.35,199.58,806143.007,156637596.4,212710
1.58924E+12,12/5/2020 0:00,ETH/USDT,185.8,192.24,185.48,189.76,669755.7957,126810812.2,193978
1.58916E+12,11/5/2020 0:00,ETH/USDT,187.62,193.5,176,185.73,1093299.819,203391530.2,303669
1.58907E+12,10/5/2020 0:00,ETH/USDT,210.09,210.18,179.59,187.54,1473226.055,278394290.8,426358
1.58898E+12,9/5/2020 0:00,ETH/USDT,211.32,214.6,208.4,210.07,587871.9807,124626471.4,194059
1.5889E+12,8/5/2020 0:00,ETH/USDT,212.01,216.61,206.9,211.31,917908.1944,194579529.4,262122
1.58881E+12,7/5/2020 0:00,ETH/USDT,198.92,215.1,196.43,212,1305778.738,271197927.7,380313
1.58872E+12,6/5/2020 0:00,ETH/USDT,205.3,210.77,197.71,198.97,862700.6785,178157452.6,271299
1.58864E+12,5/5/2020 0:00,ETH/USDT,206.47,211.68,201,205.29,640644.6627,131906204.9,246124
1.58855E+12,4/5/2020 0:00,ETH/USDT,209.86,210.65,194.88,206.48,1114249.327,225451167.7,349701
1.58846E+12,3/5/2020 0:00,ETH/USDT,213.89,219.3,203.92,209.86,748383.9131,158874887.1,268841
1.58838E+12,2/5/2020 0:00,ETH/USDT,212.01,215.37,210.36,213.9,443494.6725,94389501.52,185802
1.58829E+12,1/5/2020 0:00,ETH/USDT,206.07,217.14,205.91,212.02,794913.9583,168339123.4,291365
1.5882E+12,30/4/2020 0:00,ETH/USDT,215.4,227.3,202,206.08,1749691.002,374893029.8,557268
1.58812E+12,29/4/2020 0:00,ETH/USDT,196.24,218.77,196.22,215.36,1620422.724,338324593.6,445147
1.58803E+12,28/4/2020 0:00,ETH/USDT,196.33,198.5,192.36,196.24,636829.894,124476041.9,183819
1.58795E+12,27/4/2020 0:00,ETH/USDT,197.39,199.05,189.29,196.34,896627.3727,174775637.9,238341
1.58786E+12,26/4/2020 0:00,ETH/USDT,194.21,200,192.3,197.38,758525.8153,148433709.8,228826
1.58777E+12,25/4/2020 0:00,ETH/USDT,187.6,198.36,185.76,194.21,866478.0493,167703202.4,244755
1.58769E+12,24/4/2020 0:00,ETH/USDT,185.57,189.8,184.72,187.59,780904.2126,146419748.1,222074
1.5876E+12,23/4/2020 0:00,ETH/USDT,182.7,193.63,178.16,185.51,1457867.087,270862911.4,363772
1.58751E+12,22/4/2020 0:00,ETH/USDT,170.73,184,169.78,182.7,988698.3908,176079076.9,246896
1.58743E+12,21/4/2020 0:00,ETH/USDT,170.21,174.7,168,170.74,906381.654,155292048.4,228262
1.58734E+12,20/4/2020 0:00,ETH/USDT,180.02,186.46,166.7,170.2,1547821.527,273854539.8,365589
1.58725E+12,19/4/2020 0:00,ETH/USDT,187.4,188.35,175.75,180.03,995759.5775,181415813.5,270668
1.58717E+12,18/4/2020 0:00,ETH/USDT,170.61,189.54,170.48,187.4,1127296.37,203132212,286172
1.58708E+12,17/4/2020 0:00,ETH/USDT,172.31,174.96,168.31,170.69,723537.7559,123553456.3,191289
1.587E+12,16/4/2020 0:00,ETH/USDT,152.74,174.79,148.33,172.29,1647207.6,273639160.1,389854
1.58691E+12,15/4/2020 0:00,ETH/USDT,158.46,161.29,152,152.73,729119.6651,114640840.1,186226
1.58682E+12,14/4/2020 0:00,ETH/USDT,156.28,161.85,155.23,158.45,698030.6509,110710086.1,178490
1.58674E+12,13/4/2020 0:00,ETH/USDT,158.56,158.97,150,156.29,1042091.036,160423270.3,255965
1.58665E+12,12/4/2020 0:00,ETH/USDT,158.33,164.78,155,158.59,809100.2459,129919934.4,223429
1.58656E+12,11/4/2020 0:00,ETH/USDT,157.81,161.37,153.91,158.33,621599.6129,98275533.06,168046
1.58648E+12,10/4/2020 0:00,ETH/USDT,169.56,170.1,152.11,157.81,1314841.362,209535613.3,323430
1.58639E+12,9/4/2020 0:00,ETH/USDT,173.15,173.38,165.19,169.52,719837.2442,122531132,212541
1.5863E+12,8/4/2020 0:00,ETH/USDT,164.62,174.48,163.59,173.11,1023575.921,173916484.8,287799
1.58622E+12,7/4/2020 0:00,ETH/USDT,171.32,176.22,162.22,164.63,1717962.825,292710722.6,446557
1.58613E+12,6/4/2020 0:00,ETH/USDT,142.69,172,142.6,171.32,1636338.731,257097597.8,432858
1.58604E+12,5/4/2020 0:00,ETH/USDT,144.1,145.58,140.68,142.68,414987.4525,59383946.13,134223
1.58596E+12,4/4/2020 0:00,ETH/USDT,141.3,146.28,138.88,144.1,573508.1409,81640622.83,178768
1.58587E+12,3/4/2020 0:00,ETH/USDT,141.27,146.72,137.26,141.31,797546.1145,113731706.7,239800
1.58579E+12,2/4/2020 0:00,ETH/USDT,135.65,149.76,135.01,141.28,1138977.661,159989506.6,314519
1.5857E+12,1/4/2020 0:00,ETH/USDT,132.72,136.99,128.62,135.69,680922.2475,90063924.23,199637
1.58561E+12,31/3/2020 0:00,ETH/USDT,132.09,135,130.38,132.72,547669.2779,72618183.48,172692
1.58553E+12,30/3/2020 0:00,ETH/USDT,124.47,135.42,124.06,132.06,764831.9275,100271145.9,241576
1.58544E+12,29/3/2020 0:00,ETH/USDT,130.94,131.84,123.81,124.5,543997,69434202.21,182914
1.58535E+12,28/3/2020 0:00,ETH/USDT,131.33,132.97,124.88,130.98,896032.1059,115166652,274768
1.58527E+12,27/3/2020 0:00,ETH/USDT,138.4,141.27,129.68,131.33,706948.5456,96581886.88,224835
1.58518E+12,26/3/2020 0:00,ETH/USDT,136.11,139.74,133.26,138.4,751060.631,101918769.7,248508
1.58509E+12,25/3/2020 0:00,ETH/USDT,138.42,142.33,132.54,136.1,1034248.744,141795323,317580
1.58501E+12,24/3/2020 0:00,ETH/USDT,135.89,143.36,132.2,138.42,1244377.163,171156363.7,381573
1.58492E+12,23/3/2020 0:00,ETH/USDT,122.31,137.5,119.5,135.92,1436796.124,184851609.1,416820
1.58484E+12,22/3/2020 0:00,ETH/USDT,132.63,137.13,121.1,122.32,1055699.865,135927941.1,337273
1.58475E+12,21/3/2020 0:00,ETH/USDT,133.49,137.49,125.69,132.66,1231842.111,162468451.8,401288
1.58466E+12,20/3/2020 0:00,ETH/USDT,136.3,152.55,116.74,133.48,2504057.638,345856006.7,707216
1.58458E+12,19/3/2020 0:00,ETH/USDT,118.11,143.13,115.46,136.3,1801071.188,231626928.2,489147
1.58449E+12,18/3/2020 0:00,ETH/USDT,115.67,118.5,109.86,118.11,1201850.313,137550912.1,346312
1.5844E+12,17/3/2020 0:00,ETH/USDT,111.02,120.8,109.38,115.67,1295108.485,150800664.1,378258
1.58432E+12,16/3/2020 0:00,ETH/USDT,123.82,124.33,101.1,111.02,2442064.144,270353891.8,663277
1.58423E+12,15/3/2020 0:00,ETH/USDT,122.54,133.5,120.16,123.78,1312950.901,163436235.3,346579
1.58414E+12,14/3/2020 0:00,ETH/USDT,134.06,134.68,120,122.54,1237674.886,159192895.6,398146
1.58406E+12,13/3/2020 0:00,ETH/USDT,107.67,139.68,86,134.06,4663239.929,560710331.8,1199923
1.58397E+12,12/3/2020 0:00,ETH/USDT,194.61,195.55,101.2,107.82,3814533.14,548668262.2,937284
1.58388E+12,11/3/2020 0:00,ETH/USDT,200.74,203.18,181.73,194.61,1079824.902,208232375.2,344156
1.5838E+12,10/3/2020 0:00,ETH/USDT,202.79,206.2,195.54,200.7,1020260.107,205536190.2,332398
1.58371E+12,9/3/2020 0:00,ETH/USDT,199.43,208.62,190,202.81,1661331.836,332570408.5,473504
1.58363E+12,8/3/2020 0:00,ETH/USDT,237.23,237.23,195.5,199.43,1278973.537,277970187.9,412787
1.58354E+12,7/3/2020 0:00,ETH/USDT,244.93,251.93,236,237.23,633748.8966,154037325.6,238113
1.58345E+12,6/3/2020 0:00,ETH/USDT,228.38,245.16,227.33,244.88,628147.3257,148563741.8,234091
1.58337E+12,5/3/2020 0:00,ETH/USDT,224.26,234.09,224.23,228.38,601479.8759,138081898.3,227242
1.58328E+12,4/3/2020 0:00,ETH/USDT,223.84,228.85,220.23,224.26,443780.3377,99650220.54,167247
1.58319E+12,3/3/2020 0:00,ETH/USDT,232.1,232.46,219.57,223.91,741498.5483,168090325.5,253103
1.58311E+12,2/3/2020 0:00,ETH/USDT,217.81,234.4,216.07,231.97,810051.4833,182948651.7,258680
1.58302E+12,1/3/2020 0:00,ETH/USDT,217.29,227.89,212.36,217.81,715016.0194,157064953.8,265577
1.58293E+12,29/2/2020 0:00,ETH/USDT,226.76,233,217,217.21,546866.6851,123635801,211771
1.58285E+12,28/2/2020 0:00,ETH/USDT,227.73,234.67,214.01,226.76,1054994.924,236064804.3,347125
1.58276E+12,27/2/2020 0:00,ETH/USDT,223.98,238.3,210,227.79,1273793.117,287322727.3,415969
1.58268E+12,26/2/2020 0:00,ETH/USDT,246.67,250.32,215.66,223.93,1395879.415,324229460.6,454355
1.58259E+12,25/2/2020 0:00,ETH/USDT,265.47,266.22,244.44,246.67,774791.0103,197442911.5,277457
1.5825E+12,24/2/2020 0:00,ETH/USDT,274.5,277.2,257.09,265.52,696591.7298,185949182.7,263161
1.58242E+12,23/2/2020 0:00,ETH/USDT,261.55,275.68,261.02,274.48,444740.8288,120024059,178464
1.58233E+12,22/2/2020 0:00,ETH/USDT,265.32,266.81,256,261.57,313062.5213,81781388.32,136810
1.58224E+12,21/2/2020 0:00,ETH/USDT,256.97,268.24,253.61,265.27,525827.8734,137848242.4,214306
1.58216E+12,20/2/2020 0:00,ETH/USDT,258.44,264.33,245.34,256.96,972969.7169,249383114,373551
1.58207E+12,19/2/2020 0:00,ETH/USDT,282.64,285,251.56,258.45,705973.7299,191887955.8,298048
1.58198E+12,18/2/2020 0:00,ETH/USDT,267.9,285.88,258,282.61,1115523.44,304162263.3,431799
1.5819E+12,17/2/2020 0:00,ETH/USDT,258.89,268.77,242,267.85,1110371.391,280371301.8,417529
1.58181E+12,16/2/2020 0:00,ETH/USDT,264.91,274,237.41,258.85,1110118.464,286269166.3,416082
1.58172E+12,15/2/2020 0:00,ETH/USDT,285.11,288.41,261.86,264.88,860813.1427,236287101.1,348934
1.58164E+12,14/2/2020 0:00,ETH/USDT,268.34,287.15,260.28,285.15,734944.3227,201120424.6,309022
1.58155E+12,13/2/2020 0:00,ETH/USDT,265.74,277.69,256.08,268.32,1089679.154,291533156.1,422008
1.58147E+12,12/2/2020 0:00,ETH/USDT,236.69,275.34,236.69,265.74,1038073.748,266734296.6,415316
1.58138E+12,11/2/2020 0:00,ETH/USDT,222.89,239.15,218.17,236.69,595576.9028,135863928.6,250241
1.58129E+12,10/2/2020 0:00,ETH/USDT,228.53,229.4,216.37,222.89,510415.4995,113385289,232617
1.58121E+12,9/2/2020 0:00,ETH/USDT,223.01,230.65,222.86,228.49,350336.244,79674647,183735
1.58112E+12,8/2/2020 0:00,ETH/USDT,223.36,227.75,213.22,223.05,548551.8747,122069507.7,257281
1.58103E+12,7/2/2020 0:00,ETH/USDT,213.16,225,213.14,223.33,629361.1547,138524804.2,268274
1.58095E+12,6/2/2020 0:00,ETH/USDT,203.78,216.33,201.02,213.19,608240.2233,127874220.8,276196
1.58086E+12,5/2/2020 0:00,ETH/USDT,188.91,207.61,188.19,203.78,550942.1142,108659358.5,241415
1.58077E+12,4/2/2020 0:00,ETH/USDT,189.74,191.6,184.69,188.91,366389.6969,68720832.62,173353
1.58069E+12,3/2/2020 0:00,ETH/USDT,188.48,195.19,186.62,189.69,417175.9578,79336312.52,181726
1.5806E+12,2/2/2020 0:00,ETH/USDT,183.63,193.43,179.1,188.44,552621.1362,104105613.6,222425
1.58052E+12,1/2/2020 0:00,ETH/USDT,179.94,184.28,179.23,183.6,259370.129,47263178.07,124149
1.58043E+12,31/1/2020 0:00,ETH/USDT,184.71,185.82,175.22,179.99,385596.5337,69633052.28,157597
1.58034E+12,30/1/2020 0:00,ETH/USDT,173.68,187,170.93,184.69,477721.6609,85164074.08,189458
1.58026E+12,29/1/2020 0:00,ETH/USDT,175.58,178.45,173.33,173.72,317382.9016,55988230.27,145062
1.58017E+12,28/1/2020 0:00,ETH/USDT,170.04,176.2,170.03,175.64,473433.8961,81649497.49,178990
1.58008E+12,27/1/2020 0:00,ETH/USDT,167.91,172.56,165.22,170.08,365894.8192,61846624.61,157072
1.58E+12,26/1/2020 0:00,ETH/USDT,160.36,168.08,159.41,167.86,251582.5576,41239031.34,116628
1.57991E+12,25/1/2020 0:00,ETH/USDT,162.51,162.79,157.61,160.35,219921.652,35196608.31,95448
1.57982E+12,24/1/2020 0:00,ETH/USDT,162.85,164.45,155.55,162.54,430013.199,68980724.06,145668
1.57974E+12,23/1/2020 0:00,ETH/USDT,168.07,168.2,159.21,162.81,373414.3499,60971659.77,150875
1.57965E+12,22/1/2020 0:00,ETH/USDT,169.48,171.47,166.03,168.07,272240.9029,45903134.16,111017
1.57956E+12,21/1/2020 0:00,ETH/USDT,166.86,170.32,164.8,169.49,308007.6353,51615232.57,125609
1.57948E+12,20/1/2020 0:00,ETH/USDT,166.79,169.33,161.24,166.87,358092.8841,59292534.72,130615
1.57939E+12,19/1/2020 0:00,ETH/USDT,174.1,178.05,161.66,166.79,624681.286,105691368.8,203953
1.57931E+12,18/1/2020 0:00,ETH/USDT,169.92,179.5,164.92,174.14,688783.1798,119388338.8,240660
1.57922E+12,17/1/2020 0:00,ETH/USDT,164.24,174.81,162.14,169.85,767180.6785,129909265.3,273867
1.57913E+12,16/1/2020 0:00,ETH/USDT,166.4,167.4,157.8,164.21,456170.8672,74038650.83,179108
1.57905E+12,15/1/2020 0:00,ETH/USDT,165.6,171.98,159.2,166.4,721687.8038,119239937.9,251183
1.57896E+12,14/1/2020 0:00,ETH/USDT,143.58,171.7,143.51,165.64,1108476.312,173492006.2,321408
1.57887E+12,13/1/2020 0:00,ETH/USDT,146.56,147,142.27,143.58,207996.6187,29888095.37,102544
1.57879E+12,12/1/2020 0:00,ETH/USDT,142.4,146.6,141.76,146.54,229541.8614,33112850.82,110842
1.5787E+12,11/1/2020 0:00,ETH/USDT,144.83,148.05,142.09,142.38,368350.5794,53149360.56,156488
1.57861E+12,10/1/2020 0:00,ETH/USDT,137.73,145.17,135.32,144.84,409403.5951,57377525.56,167313
1.57853E+12,9/1/2020 0:00,ETH/USDT,140.76,141.5,135.3,137.74,366076.0657,50611452.58,152241
1.57844E+12,8/1/2020 0:00,ETH/USDT,142.8,147.77,137.03,140.72,570465.5776,81184999.73,229912
1.57836E+12,7/1/2020 0:00,ETH/USDT,144.14,145.31,138.76,142.8,447762.1728,63861666.4,188444
1.57827E+12,6/1/2020 0:00,ETH/USDT,135.37,144.41,134.86,144.15,408020.2738,57400544.49,159866
1.57818E+12,5/1/2020 0:00,ETH/USDT,134.2,138.19,134.19,135.37,254120.4534,34593687.6,115106
1.5781E+12,4/1/2020 0:00,ETH/USDT,134.37,135.85,132.5,134.2,184276.171,24641135.57,95488
1.57801E+12,3/1/2020 0:00,ETH/USDT,127.19,135.14,125.88,134.35,413055.189,54139288.22,162310
1.57792E+12,2/1/2020 0:00,ETH/USDT,130.72,130.78,126.38,127.19,213757.0581,27486853.39,96193
1.57784E+12,1/1/2020 0:00,ETH/USDT,129.16,133.05,128.68,130.77,144770.522,18952318.53,75888
1.57775E+12,31/12/2019 0:00,ETH/USDT,131.61,133.68,128.17,129.16,264933.9842,34678632.18,95085
1.57766E+12,30/12/2019 0:00,ETH/USDT,134.36,136.24,130.3,131.59,320347.2196,42636559.38,101293
1.57758E+12,29/12/2019 0:00,ETH/USDT,128.11,138.07,127.52,134.36,316347.2667,41893078.36,115498
1.57749E+12,28/12/2019 0:00,ETH/USDT,126.28,129.68,125.84,128.11,196893.5228,25177121.15,82441
1.5774E+12,27/12/2019 0:00,ETH/USDT,125.58,127.1,121.91,126.29,240012.3745,30020098.89,102142
1.57732E+12,26/12/2019 0:00,ETH/USDT,125.09,132.26,124.32,125.58,274986.521,34943780.91,103034
1.57723E+12,25/12/2019 0:00,ETH/USDT,127.7,127.84,123.07,125.09,225004.4909,28144469.16,93397
1.57715E+12,24/12/2019 0:00,ETH/USDT,127.8,129.69,126.61,127.75,200637.101,25667665.14,87657
1.57706E+12,23/12/2019 0:00,ETH/USDT,132.12,135.1,126,127.8,421600.7566,55501305.92,145867
1.57697E+12,22/12/2019 0:00,ETH/USDT,127,133.07,126.82,132.09,253140.7241,32938501.02,91028
1.57689E+12,21/12/2019 0:00,ETH/USDT,128.19,128.4,126.5,126.99,135196.1164,17199278.79,64847
1.5768E+12,20/12/2019 0:00,ETH/USDT,128.1,129.39,125.84,128.19,213897.4673,27266605.48,90922
1.57671E+12,19/12/2019 0:00,ETH/USDT,132.8,134,125.69,128.1,420674.8172,53766864.19,154222
1.57663E+12,18/12/2019 0:00,ETH/USDT,121.88,134.87,116.26,132.78,884960.9133,110566290.6,252627
1.57654E+12,17/12/2019 0:00,ETH/USDT,132.72,132.98,119.11,121.88,563257.36,71709329.27,178977
1.57645E+12,16/12/2019 0:00,ETH/USDT,142.46,142.72,127.93,132.73,471018.8594,63632055.58,153717
1.57637E+12,15/12/2019 0:00,ETH/USDT,141.79,144.12,139.92,142.46,151189.6588,21495196.82,77131
1.57628E+12,14/12/2019 0:00,ETH/USDT,144.8,145.07,141.18,141.79,126232.592,18027581.36,76951
1.5762E+12,13/12/2019 0:00,ETH/USDT,144.87,146,142.8,144.8,160695.1856,23203419.96,90805
1.57611E+12,12/12/2019 0:00,ETH/USDT,143.41,145.85,139.24,144.87,261615.3044,37425277.04,99231
1.57602E+12,11/12/2019 0:00,ETH/USDT,145.53,146.34,142.12,143.39,157843.1048,22772651.17,69834
1.57594E+12,10/12/2019 0:00,ETH/USDT,147.4,148.57,143.81,145.56,203215.8494,29746845.43,85725
1.57585E+12,9/12/2019 0:00,ETH/USDT,150.44,151.19,146.56,147.38,243775.9925,36345702.35,92204
1.57576E+12,8/12/2019 0:00,ETH/USDT,147.16,151.62,146.11,150.44,205301.6026,30606289.29,79766
1.57568E+12,7/12/2019 0:00,ETH/USDT,148.46,149.49,146.85,147.14,140471.6859,20799551.35,70677
1.57559E+12,6/12/2019 0:00,ETH/USDT,148.11,149.77,145.74,148.45,220674.6858,32549526.4,90076
1.5755E+12,5/12/2019 0:00,ETH/USDT,145.45,149.02,143.64,148.1,299073.5397,43777241.59,111694
1.57542E+12,4/12/2019 0:00,ETH/USDT,147.19,151.98,143.15,145.38,434430.6238,63840615.24,149648
1.57533E+12,3/12/2019 0:00,ETH/USDT,148.66,149.93,145.77,147.17,196329.225,29061161.1,87660
1.57524E+12,2/12/2019 0:00,ETH/USDT,150.72,151.42,146.71,148.65,233839.0973,34768563.47,107070
1.57516E+12,1/12/2019 0:00,ETH/USDT,151.43,152.49,145.79,150.73,344178.1409,51148792.08,125550
1.57507E+12,30/11/2019 0:00,ETH/USDT,154.54,155.25,149.7,151.37,226863.413,34617912.18,96632
1.57499E+12,29/11/2019 0:00,ETH/USDT,150.69,157.6,150.23,154.57,328712.2556,50649319.12,129774
1.5749E+12,28/11/2019 0:00,ETH/USDT,152.61,154.63,149.09,150.72,317714.5633,48324220.62,124573
1.57481E+12,27/11/2019 0:00,ETH/USDT,147.47,155.54,140.84,152.62,564796.4284,83505998.05,192325
1.57473E+12,26/11/2019 0:00,ETH/USDT,145.81,149.97,143.37,147.47,354023.043,51873405.04,132207
1.57464E+12,25/11/2019 0:00,ETH/USDT,139.99,151.5,131.45,145.69,749675.413,106186791.3,238649
1.57455E+12,24/11/2019 0:00,ETH/USDT,151.84,152.86,138.62,139.96,352319.2156,51503705.18,158774
1.57447E+12,23/11/2019 0:00,ETH/USDT,149.55,154.33,146.11,151.84,369721.0996,55595157.56,177816
1.57438E+12,22/11/2019 0:00,ETH/USDT,161.02,162.79,138,149.56,977977.2379,147595324.6,324167
1.57429E+12,21/11/2019 0:00,ETH/USDT,174.75,175.85,157.26,161.01,473895.9299,78641896.23,178521
